"Day","Title","Start","End","Facilitator/
Host camp","Location","Category","Vibes","Description","Comments","KID FRIENDLY","SEX POSITIVE","QUEER INCLUSIVE","ADULT ONLY","SOBER ONLY","Warning: Sensory content ","Warning: Triggering"
"Mon. 20 July","Cunts Serving Crêpes","13:00","14:00","Serving Cunts","Lowlands, grid square R11. Located in Low Lands close to Foxhole Camper Vans","Food/Drinks","🐵 Kid-friendly","Follow the scent to the Low Lands, just south of Snack Plaza, where crispy delights, surprise twists, and loungey vibes await. We flip with flair, serve with love, and welcome all dusty dreamers. We're just a smell away.","Recurring: expanded to 3 days (Mon. 20 July, Tue. 21 July, Fri. 24 July); shown on: Mon. 20 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","VOICEWORK","13:00","15:00","Kenia Ytterman / ❤️ The Heart ❤️","Highlands, grid square M11. Look out for the flag with the big heart on it!","Workshop/Class","🦍 Adults only · 😇 Sober","VOICEWORK 
Playful vocal workshop exploring the connection between bodylanguage, movement & sound. Deep,  seriously fun and a great way to meet me people","","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"Mon. 20 July","Workshop in blacksmithing","13:00","16:00","Fanny Henriksson / Wondrous Forge","Swamp, grid square S17. next to the Fire Plaza, under a linenroof.
Contact for pre-booking: fanny.henriksson1@gmail.com","Crafting/Pimping/Arting","🦍 Adults only · 😇 Sober · 🌈 Queer-inclusive · 💥 Sensory content","Want to make a small ring or an artsy creation? This workshop will be a collaboration of your own imagination and the metal.
I will give a small introduction of blacksmithing, then guide you in the process. 
Iron, copper and brass will be available for you to turn into the art you fancy.","Recurring: expanded to 4 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July); shown on: Mon. 20 July","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"Mon. 20 July","Hot-sauce Breathwork","13:00","14:00","The hot sauce guru","Sunny Hills, grid square K21.","Workshop/Class","💥 Sensory content","Unleash the mind-bending, nerve-wracking and gut wrenching power of breath, sound and sriracha. Let your ego dissolve into a whirlpool of snot, beats, burps and tears during this guided 45 minute journey. Somatic, traumatic, fantastic. Taster discretion may be advised.","Recurring: expanded to 3 days (Mon. 20 July, Wed. 22 July, Fri. 24 July); shown on: Mon. 20 July","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"Mon. 20 July","How to make a dreamcatcher","13:30","15:30","Amy / Shimmering by the forest edge","Arctic chill, grid square O06. In the Arctic Chill, close to Pamper Plaza, behind the camp ""Women who supports women""","Crafting/Pimping/Arting","🌈 Queer-inclusive","Need a cozy upgrade for your nighttime vibes? Join Amy’s workshop to weave your very own handmade sleep insurance, no prior skills required! You will be provided with eco-friendly ring materials—hand-picked but feel free to bring your own ring or deco","","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","The Art of Kissing","14:00","16:00","Ezequiel and Jemma / Beaver Issues","Arctic chill, grid square P07. Look for the beaver sign and stretch tent","Workshop/Class","🦍 Adults only · 😇 Sober · 🌈 Queer-inclusive · 🖤 Sex positive","We explore the wonderful world of kissing while practising saying yes and no! 

We start easy and simple, and progressively discover more tenderness, closeness and spicyness... but you only go as far as you want. 

This is a queer-inclusive event 💋💋","","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"Mon. 20 July","""Also"" meditation and sharing","14:00","15:00","Radiant / Cheeky Butt Chill Camp","Highlands, grid square N11.","Workshop/Class","😇 Sober · 🌈 Queer-inclusive","What are you? And what are you ALSO? A light-hearted group excercise to express various facets of your identity, positive and also negative. The workshop involves sharing, movement, and also hugs.","","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"Mon. 20 July","Advanced Cuddle Puddle Dynamics and Etiquette (7.5 hp)","14:00","16:00","Rasmus (Professor emeritus in Advanced Cuddle Puddle Dynamics and Etiquette at the institute of Advanced Cuddle Puddle Dynamics and Etiquette, Cambridge University) / Chilldome","Highlands, grid square M11. Big dome in the Penta Plaza.","Yoga/Movement/Bodywork","","Cuddlepuddles are serious business and should be treated as such. This is a condensed theoretical and practical course in advanced cuddlepuddle building. 7.5 university points, fitting virgins and old-timers. Final exam? Build one of the finest cuddlepuddles ever to have visited this puny earth.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","House of SIN: SINema Studio Records Your SINful Videos","14:00","16:00","Dr. Catman & Ellen / Club SIN","Bison - North, grid square N19. By the Shameless Plaza","Workshop/Class","🦍 Adults only · 😇 Sober · 🖤 Sex positive","SINema Studio invites you to create short erotic films from our scripts, or your own deliciously questionable ideas. Come solo or with partners, wear masks if you like, or let fate introduce you to fellow sinners. We film. With your consent, your masterpiece might light up SINema on Thursday!","","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"Mon. 20 July","How To Write A Love Poem","14:00","15:00","Matthias / End Of The Rainbow","Bison - North, grid square N20. Cross from downtown garden over the wooden bridge by  the wood storage or enter from the Shameless Plaza below Club Sin","Workshop/Class","","Tune into your inner poet and learn how to write a love poem for old and new crushes.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","Musical improv","14:00","15:00","Göran / Event place","Sunny Hills, grid square J21. Event place (at Sunny Hills, behind the Clown Police HQ)","Games/Play","🐵 Kid-friendly","Sing everything you want to say and improvise new lyrics to well-known melodies :) Take part, or just listen!","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","Pregnant at the Burn","14:00","15:30","Kia & Jessica / Mystic Groove","Lowlands, grid square T13. We will gather at our camp Mystic Groove in South-Eastern Lowlands. Depending on the amount of participants, we will find a nice cozy spot. Feel free to bring a blanket (or anything you need to sit comfortably).","Care/Support/Pampering","🐵 Kid-friendly · 😇 Sober","A cozy circle for pregnant burners, new parents and anyone exploring burns and parenthood.

Come share about pregnancy at the burn, burn-FOMO, sobriety, energy, changing bodies, relationships, and a question many of us carry: can we keep burning with children?

Partners, babies and all feelings welcome.","","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Mon. 20 July","Polegasm","14:00","16:00","Dominika and Erin / Plutonia","Downtown, grid square M19.","Yoga/Movement/Bodywork","🦍 Adults only · 🌈 Queer-inclusive","Polegasm returns in a new form: an open pole jam where you can climb, flow, play, and connect throughout the night. Whether you're a seasoned pole dancer or simply curious, come spin, experiment, and share the energy in a welcoming, low-pressure space at Plutonia.

Want updates or to connect with other pole dancers before the burn? Join our WhatsApp group: https://chat.whatsapp.com/HpT6ByvXTf0FiBPjGi5p3o?mode=gi_t","Recurring: expanded to 2 days (Mon. 20 July, Thu. 23 July); shown on: Mon. 20 July","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"Mon. 20 July","The world through my eyes - visual impairment simulator”","14:00","15:00","Agnez / Rainbow Razzle","Bison - South, grid square O22. Event held at ”Socialen”, Sunset Plaza","Workshop/Class","😇 Sober","Come with me and have a new sensory experience what it’s like living with a visual impairment. A chance to enhance your other senses in a playful way. All participants will get a pair of glasses blurring your vision. You won’t be completely blind. Together we’ll get comfortable and then do activities that challenge the way you use your senses. Let’s play together!","Recurring: expanded to 2 days (Mon. 20 July, Wed. 22 July); shown on: Mon. 20 July","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Mon. 20 July","Argentinian Tango","14:00","15:00","Raul / Secret sailors","Lowlands, grid square R12.","Workshop/Class","🐵 Kid-friendly · 🌈 Queer-inclusive","Experience Argentine tango – an intimate dialogue through movement, connection, and music. Together we explore the fundamentals of this beautiful dance, guided by the timeless sounds of traditional tango. As this recurring event unfolds, each session will build naturally on the last, allowing us to gradually deepen our understanding and expression.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Mon. 20 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","Let’s Tango!","14:00","15:00","Raulito / Secret Sailors","Lowlands, grid square R12. Secret Sailors tent by Lowlands plaza","Workshop/Class","","Come and dance tango together! Learn the basics, grab a partner and feel the heat!","Recurring: expanded to 5 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Mon. 20 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","Popping, Waving & Robot Dance Workshop.","14:00","16:00","Kevin / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Workshop/Class","","If you've seen ""the wave"" or the ""moonwalk,"" you've seen Popping – funky grooves, dancing robots and mind-bending visual illusions. In this workshop, you'll learn the basics (pops and waves) and how to build your own unique style. Discover the secrets behind the coolest moves and get ready to impress on the dance floor!","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","Yin Metal Yoga","14:00","15:30","Rasmus / Tantric Trolls","Highlands, grid square N11.","Yoga/Movement/Bodywork","🦍 Adults only","What happens when yin yoga meets doom metal? Long holds, heavy riffs, deep stretches and full permission to groan, sigh, growl and sound like an ancient beast awakening from hibernation. No previous yoga experience needed.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Mon. 20 July","The Quantum Chronicle: Architecture of the Becoming","14:00","15:30","Mycela / The freaking bitches","Swamp, grid square R19.","Workshop/Class","🦍 Adults only","Through quantum physics, somatic practice, and meditation, we bridge science and the sacred. Using the CORES-model, we master our nervous system to heal the past. We transmute our ""golden fractures"" into an epic origin story, becoming the architects of our own reality.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Mon. 20 July","The journey home - from altered states to the light within","14:00","15:30","Oline Abildstrøm / The Observatory","Swamp, grid square Q19.","Ritual/Ceremony","","I tap into energy and speak, sing, share. I guide meditation, breathwork, and draw on experiences from both shamanic as well as scientific working experience.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","Young Warrior Awakening Wrestling Session","14:00","15:00","Goose / Wild Sacred Fire","Swamp, grid square S17. Right at the Fire Plaza in Swamp","Yoga/Movement/Bodywork","🐵 Kid-friendly · 😇 Sober · 💥 Sensory content","Is your child ready for the hero’s journey? We welcome the young ones to challenge mighty warriors and emerge victorious! (It’s playwrestling, aiming to teach confidence and resilience to the kids, winning guaranteed). Drop-in. Ages 5 and up. Volunteering adults welcome (prepare a warrior persona)","","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"Mon. 20 July","Many fun and short games","15:00","16:00","Göran / Event place","Sunny Hills, grid square J21. Event place (at Sunny Hills, behind the Clown Police HQ)","Games/Play","🐵 Kid-friendly","Welcome friend! We will do a lot of carefully selected short fun games of various kinds. It’s ok to come and go as you like, no game lasts more than a few minutes, so we will always soon do something else :)","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","Singing and Chanting Workshop","15:00","16:00","Lukas Lilja / Captain Silly Songs / Jam Camp","Lowlands, grid square R13.","Workshop/Class","🐵 Kid-friendly","Want to improve your singing? I will teach the basics of warm-up, some improvisations exercises and then ending with som free chanting.","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","Cloud watching","15:00","17:00","Lazy camp","Bison - North, grid square P22. Inside a 10m diameter dome","Games/Play","🐵 Kid-friendly","Lay back, relax, and let your imagination fly, it’s cloud watching time! Spot dragons, donuts, dancing llamas. Who knows what floats by? Bring your wildest daydreams, and some chill vibes. No rules, no rush, just sky-gazing joy and fluffy fun above.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Mon. 20 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Mon. 20 July","Label your Love!

Tag Your Stuff and Save the Planet (and Your Cup)
Pop in anytime!","15:00","19:00","Philea & Pan / Room of Requirements","Eastern Slope, grid square V19. Entry from the road","Crafting/Pimping/Arting","","Have you heard it? The quiet whimper of a tote bag lost in the forest, the nameless cup wandering without hope — too proud to ask for directions, too lost to find its way home. We prevent heartbreak. A sacred labelling service: print a custom vinyl label with your name shimmering golden and steadfast, and stick it on everything you love. You'll lose it anyway — but it will come home to the Temple of the Holy Lostus Foundatus, and you'll find it again. Swing by anytime and get creative!","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
