"ID","How to find","Grid","Name","Neighbourhood","People","Area type","Size (m2)","Size other (m2)","Description","Part of JOMO?","Worth adding?","Category","DONE","How to find","","","","","",""
"263","Wedge, grid square Q22","Q22","2025 toilets","Wedge","0","other","15","0","The way too elevated point where toilets were placed in 2025.","","","","","","","","","","",""
"264","Wedge, grid square Q22","Q22","toilet reservation","Wedge","0","other","101","0","space blocked for potential toilet cluster. ideal spot is west of road.","","","","","","","","","","",""
"268","Sunny Hills, grid square I21","I21","F.A.S.T perimeter","Sunny Hills","0","other","2153","0","For the effigy burn of The SUN, we will need approx. of 20m radius FAST perimeter.","","","","","","","","","","",""
"269","Sunny Hills, grid square I21","I21","The SUN","Sunny Hills","10","art","180","0","Center of our Solar system. Light, warm and soft space. To be with others or with oneself. The Sun burns to mark the ending and the beginning.","269","1","","","","","","","","",""
"272","Bison - South, grid square Q23","Q23","THE BAD ART RESIDENCY","Bison - South","12","normal-camp","300","154","Camping ground for core team of Museum of Bad Art.

Very avantgarde.","","","","","","","","","","",""
"274","Pretty Parking, grid square K04","K04","PORTal","Pretty Parking","0","public-offering","12","0","The portal where we will host the greeting","","","","","","","","","","",""
"278",", grid square F23","F23","The Sec☀️nd Sunset","","0","art","9","0","A hydrogen balloon burns above the lake. Fire arrow, cello, a 4-metre spherical burn. A woof, not a bang. A second sunset.
","","1","🎨 Art/Installation","",", grid square F23","","","","","",""
"280","Sanctuary, grid square K13","K13","[DoET] Sanctuary Sound and Dust block truck, and EMG Power might be here or might be moved down","Sanctuary","1","other","100","20","Placment of a truck with backup power for sanctuary","","","","","","","","","","",""
"281","The Villa, grid square K14","K14","[Doet] Sound and Dust block truck, and EMG Power, might be here or might be moved up","The Villa","1","other","66","20","Placment of a truck with backup power for sanctuary","","","","","","","","","","",""
"285","Lowlands, grid square Q13","Q13","Hammockstart by Slothenhive","Lowlands","0","art","87","90","Hammockstar with 6-8 hammocks ","285","1","","","","","","","","",""
"286","Lowlands, grid square Q13","Q13","Slothenhive food tent","Lowlands","0","public-offering","18","18","Food offering: 
jizz me up
Toast for a toast","","1","🍯 Food/Drinks","","Lowlands, grid square Q13","","","","","",""
"287","Downtown, grid square K18","K18","IT*S A SIGN!! making workshop (DOWNSTAIRS)","Downtown","15","public-offering","153","0","Creating and maintaining a self-organising DIY signmaking workshop and cosy creative hangout space in the barn for all borderlings to use and enjoy ✧˖°࿐
https://dreams.theborderland.se/borderland/dreams-2026/cmnnkvire0011eyfxdwgzyebp?s=Sign&f=FUNDED","287","1","","","","","","","","",""
"288","Sunny Hills, grid square I20","I20","F.A.S.T perimeter","Sunny Hills","0","other","415","366","Fire perimeter for the GG burn.","","","","","","","","","","",""
"289","Sunny Hills, grid square I20","I20","F.A.S.T perimeter","Sunny Hills","0","other","428","419","GG burn fire safety perimiter. ","","","","","","","","","","",""
"290","Sunny Hills, grid square I20","I20","F.A.S.T perimeter","Sunny Hills","0","other","281","383","Fire perimeter for the burn of the Grateful Grogg.","","","","","","","","","","",""
"291","Sunny Hills, grid square J21","J21","Sleepy Groggers","Sunny Hills","15","normal-camp","318","120","Sleepy groggers will sleep here","","","","","","","","","","",""
"292","Sunny Hills, grid square I22","I22","Sleepy Groggers","Sunny Hills","10","normal-camp","158","60","Sleepy Groggers sleeping in here. ","","","","","","","","","","",""
"293","Sunny Hills, grid square J21","J21","Sleepy groggers","Sunny Hills","6","normal-camp","119","40","sleepy groggers","","","","","","","","","","",""
"296","Lowlands, grid square P12","P12","TheRoamingSnail","Lowlands","6","sound-camp","78","0","Royal Snail is on the move! Introducing...the Roaming Snail. Funky sounds, ridiculous shenanigans, slory holes, rum shots: all in a slow, snaily art carriage.

This is an art car, but we will probably also have some little events at our public facing offering.","","1","🎨 Art/Installation","","Lowlands, grid square P12","","","","","",""
"297","Bison - South, grid square P23","P23","Tea by the Sea outdoor area (SLOPY GROUND!)","Bison - South","0","public-offering","180","229","Outdoor seating area with fireplace. ","","1","","","Bison - South, grid square P23","","","","","",""
"298","Bison - South, grid square P23","P23","Bison Artwork","Bison - South","0","art","5","10","This is the Bison artwork. 
Tea by the Sea would like to move this a few hundred meters to northwest (see other location)","","","","","","","","","","",""
"300","Bison - South, grid square P22","P22","Bison new location","Bison - South","0","art","5","5","Tea by the Sea would like to move the Bison statue to place it next to our tea tent","","","","","","","","","","",""
"302","Sunny Hills, grid square H22","H22","SaunaCave and temple of reconection ","Sunny Hills","0","public-offering","548","0","Last years Sauna Cave is back! Or... It never left...
Come visit the sauna cave which will be renovated, Improved and Renewed!
There will also be a dome erected here. There will be Workshops given here for reconection. But it also acts as chill space for cool people!
","302","1","","","","","","","","",""
"304","Lowlands, grid square P12","P12","spaceport container and kitchen","Lowlands","0","normal-camp","66","66","Power consumption included in neighbouring area.","","","","","","","","","","",""
"305","Lowlands, grid square Q13","Q13","Slothenhive","Lowlands","10","normal-camp","541","264","Infront of our camp we have following art anf public offerings

Hammock star art installation 
Jizz me up food dream in kitchen tent 
A toast for a toast food offering
Lego meditation 24m² tipi Tent
Dog playground. 150m²
Camp common area 100m² (kitchen shower, storage, common tent of 40m²)","305","1","","","","","","","","",""
"308","Sunny Hills, grid square H22","H22","Cave Camp and Kitchen","Sunny Hills","21","normal-camp","861","310","Camp and kitchen of the Sauna Cave!","","","","","","","","","","",""
"311","Highlands, grid square O09","O09","Tramsbulans","Highlands","20","normal-camp","521","75","Artcar camp with a ""busstop"" and a living room, our dreams is a tram that takes people around BL to pre set stops, for public offering we have a livingroom/lounge, and a ""start station"" for our tram(sbulance). ","","1","🎨 Art/Installation","","Highlands, grid square O09","","","","","",""
"312","Forest Cave, grid square K23","K23","Divine Dough pop-up","Forest Cave","0","public-offering","16","0","","","","","","","","","","","",""
"315","Swamp, grid square S18","S18","CIRCUS the ANALOG","Swamp","0","art","805","0","CIRCUS is in Town! 24/7! Attention! Cage doors are open.. please come and close! 

Main ART Tent, for Performances, Venue, Workshops, Chill, Bar, Dancing, Teaching/lerning, Trap..

https://dreams.theborderland.se/borderland/dreams-2026/cmlpjq37700043wq48ycwljyu?s=circus&f=FUNDED","315","1","","","","","","","","",""
"316","Swamp, grid square S17","S17","Entrance for the CIRCUS","Swamp","0","public-offering","3","0","Here will be some kind of Entrance for the CIRCUS","","","","","","","","","","",""
"317","Swamp, grid square R18","R18","CIRCUS the ANALOG","Swamp","0","other","145","0","CtA Workshop (for build and Strike public), Storage, Garage","","","","","","","","","","",""
"319","Swamp, grid square S18","S18","CIRCUS the ANALOG","Swamp","0","normal-camp","72","0","Our HOME and Kitchen","","","","","","","","","","",""
"320","Swamp, grid square S18","S18","CIRCUS the ANALOG","Swamp","25","normal-camp","390","0","Camping ","","","","","","","","","","",""
"321","Highlands, grid square O13","O13","Hammocks","Highlands","0","public-offering","55","55","Hammocks as a dream","","","","","","","","","","",""
"325","Highlands, grid square L11","L11","A S T R O T U R F - HYPERSTITION ","Highlands","30","normal-camp","924","0","Camping zone for HYPERSTITION","","","","","","","","","","",""
"326","Highlands, grid square M10","M10","❤️The Heart❤️ camping and hammocks","Highlands","27","normal-camp","746","300","With a large public workshop yurt, fire circle and cuddle teepee, our cosy workshop aims to host gentle experiences in touch, breath, awareness, creativity, connection and self-discovery — no loud music, no rush, just grounded exploration.","","","","","","","","","","",""
"327","Highlands, grid square M11","M11","❤️The Heart❤️ public and dreams","Highlands","0","public-offering","796","1100","Will be split into parts With a large public workshop yurt, fire circle and cuddle teepee, our cosy workshop aims to host gentle experiences in touch, breath, awareness, creativity, connection and self-discovery — no loud music, no rush, just grounded exploration.","327","1","","","","","","","","",""
"328","Lowlands, grid square R12","R12","Secret Sailors ","Lowlands","20","public-offering","1249","300","A workshop tent, art car, confession booth, and camping. Offering speed dating and breakfast, daytime workshops ","","1","🎨 Art/Installation","","Lowlands, grid square R12","","","","","",""
"329","Highlands, grid square O10","O10","WHD Dining Hall, Kitchen, Container ","Highlands","0","public-offering","645","650","This polygon contains the following structures:
Mitherfuxler - 10*16 meters (with guylines)
Kitchen 1 - 3x6 meters
Kitchen 2 - 8x8 meters (with guylines)
Container 2.5x6,5 meters
Garage 3x3 meters (for water truck)

","329","","","","","","","","","",""
"331","Downtown, grid square L18","L18","Eagle Bar (Downstairs)","Downtown","10","sound-camp","382","0","Eagle Bar. Bringing good vibes!","331","1","","","","","","","","",""
"332","Highlands, grid square L11","L11","Chilldome/Flowzone - Sleeping area","Highlands","15","normal-camp","502","0","","","","","","","","","","","",""
"341","Arctic chill, grid square O05","O05","Tra$h is king base camp","Arctic chill","15","normal-camp","376","0","We are 18-20 ppl with multiple smaller dreams. Some public offerings, mainly connected to the plaza or wherever the wind takes us. We will also bring a freezer full of public offerings that needs POWER! ","","","","","","","","","","",""
"346","Bison - North, grid square N21","N21","Discotech Engineering Sleep quarters","Bison - North","16","normal-camp","380","50","Camping","","","","","","","","","","",""
"347","Eastern Slope, grid square W18","W18","Super camp","Eastern Slope","3","normal-camp","48","0","It’s a small camp with four people next to the forest","","","","","","","","","","",""
"348","Highlands, grid square M12","M12","Mission Impossible camping (incl Cosy Cinema and No Nonsense)","Highlands","27","normal-camp","595","120","Camping area for 25 people including 2 vehicles, kitchen and fire place (open to public)

1 camper placed for cosy cinema","","","","","","","","","","",""
